Well,Layer,Top,Bot,Gross,Saturation,NetPay,Porosity,Permeability,Water Saturation Irreducible
57,LAYER12/1,2636.7,2637.6,0.9,OIL,0.9,15.9,0.89,40.1
57,LAYER12/1,2638.0,2638.4,0.4,OIL,0.4,18.0,1.16,56.0
57,LAYER12/1,2651.6,2652.2,0.6,OIL,0.6,18.6,1.73,58.6
57,LAYER12/1,2652.6,2652.9,0.3,OIL,0.3,18.4,1.4,64.0
58,LAYER12/1,2653.8,2657.6,3.8,OIL,3.8,16.05,0.5,64.2
59,LAYER12/1,2636.6,2637.4,0.8,OIL,0.8,17.1,1.06,64.2
59,LAYER12/1,2653.0,2654.2,1.2,OIL,1.2,16.2,16.33,65.7
60,LAYER12/1,2586.6,2588.4,1.8,OIL,1.8,17.85,5.13,55.3
60,LAYER12/1,2589.2,2590.6,1.4,OIL,1.4,17.65,2.4,61.75
60,LAYER12/1,2610.8,2612.0,1.2,OIL,0.6,16.9,3.67,56.4
60,LAYER12/1,2614.0,2615.2,1.2,OIL,1.2,17.85,5.26,53.8
60,LAYER12/1,2615.2,2615.8,0.6,OIL,0.6,16.9,3.21,56.9
60,LAYER12/1,2616.8,2618.0,1.2,OIL,1.2,17.65,3.2,54.95
60,LAYER12/1,2619.8,2620.4,0.6,OIL,0.6,17.2,2.01,60.5
60,LAYER12/1,2621.4,2621.8,0.4,OIL,0.4,17.2,3.4,61.0
60,LAYER12/1,2622.4,2623.8,1.4,OIL,1.4,18.05,3.53,62.6
60,LAYER12/1,2626.0,2627.2,1.2,OIL,1.2,20.2,2.73,61.3
60,LAYER12/1,2630.6,2631.0,0.4,OIL,0.4,17.5,2.27,61.9
61,LAYER12/1,2617.0,2618.8,1.8,OIL,1.0,18.03,2.74,58.9
62,LAYER12/3-5,2807.6,2808.6,1.0,OIL,1.0,18.61,2.04,36.24
62,LAYER12/3-5,2809.0,2811.0,2.0,OIL,2.0,18.43,1.6,38.88
62,LAYER12/3-5,2811.4,2811.8,0.4,OIL,0.4,19.1,0.7,41.03
62,LAYER12/3-5,2813.6,2816.0,2.4,OIL,2.4,17.49,1.25,37.16
62,LAYER12/3-5,2816.4,2816.8,0.4,OIL,0.4,18.2,0.8,48.41
63,LAYER12/3-5,2667.2,2668.0,0.8,OIL,0.8,17.38,4.16,47.51
64,LAYER12/3-5,3509.9,3511.4,1.5,OIL,0.36,18.32,9.3,34.16
64,LAYER12/3-5,3519.7,3520.5,0.8,OIL,0.8,17.19,5.16,39.74
64,LAYER12/3-5,3529.0,3529.6,0.6,OIL,0.6,15.45,0.92,47.95
65,LAYER12/3-5,2579.2,2580.0,0.8,OIL,0.8,17.21,0.58,53.51
66,LAYER12/3-5,2922.0,2922.4,0.4,OIL,0.4,15.94,0.64,51.57
66,LAYER12/3-5,2924.4,2925.0,0.6,OIL,0.6,16.52,0.76,49.48
66,LAYER12/3-5,2926.8,2927.6,0.8,OIL,0.8,17.51,0.85,46.45
66,LAYER12/3-5,2927.6,2928.6,1.0,OIL,1.0,18.56,1.19,47.12
66,LAYER12/3-5,2930.0,2931.6,1.6,OIL,1.6,18.22,1.43,44.19
66,LAYER12/3-5,2932.6,2934.0,1.4,OIL,1.28,18.01,0.97,48.05
66,LAYER12/3-5,2935.0,2935.4,0.4,OIL,0.4,18.14,0.84,46.94
67,LAYER12/3-5,2763.2,2764.1,0.9,OIL,0.9,15.9,0.43,47.69
67,LAYER12/3-5,2765.2,2766.0,0.8,OIL,0.8,16.6,0.64,43.72
67,LAYER12/3-5,2766.4,2766.8,0.4,OIL,0.4,16.2,0.6,45.37
68,LAYER12/3-5,2822.0,2822.8,0.8,OIL,0.8,17.59,1.07,47.18
68,LAYER12/3-5,2823.2,2824.7,1.5,OIL,1.5,17.35,1.58,46.48
68,LAYER12/3-5,2825.1,2827.8,2.7,OIL,2.7,17.48,1.76,44.15
68,LAYER12/3-5,2831.0,2832.3,1.3,OIL,1.3,15.65,0.94,47.38
69,LAYER12/3-5,2754.8,2756.4,1.6,OIL,1.5,17.22,1.15,41.43
69,LAYER12/3-5,2756.4,2758.6,2.2,OIL,1.5,16.64,2.31,37.85
69,LAYER12/3-5,2759.2,2761.2,2.0,OIL,2.0,17.56,2.76,38.2
70,LAYER12/3-5,3325.4,3326.0,0.6,OIL,0.6,15.42,0.55,51.9
70,LAYER12/3-5,3327.8,3328.4,0.6,OIL,0.6,15.8,0.76,50.62
70,LAYER12/3-5,3332.0,3332.8,0.8,OIL,0.8,15.49,0.57,51.15
70,LAYER12/3-5,3334.0,3334.6,0.6,OIL,0.51,15.5,0.56,55.11
70,LAYER12/3-5,3335.0,3335.6,0.6,OIL,0.6,16.93,0.92,45.59
70,LAYER12/3-5,3335.6,3336.2,0.6,OIL,0.6,17.06,0.77,50.05
70,LAYER12/3-5,3339.2,3339.8,0.6,OIL,0.6,15.96,0.62,49.92
71,LAYER12/3-5,2789.2,2789.6,0.4,OIL,0.4,18.11,0.74,55.22
71,LAYER12/3-5,2790.2,2791.2,1.0,OIL,1.0,17.87,7.48,32.64
71,LAYER12/3-5,2792.0,2792.6,0.6,OIL,0.6,17.64,1.47,50.35
71,LAYER12/3-5,2793.0,2793.4,0.4,OIL,0.4,18.31,1.55,44.29
71,LAYER12/3-5,2798.0,2799.4,1.4,OIL,0.9,17.93,5.59,35.51
72,LAYER12/3-5,3045.6,3046.2,0.6,OIL,0.6,16.88,0.92,50.23
73,LAYER12/3-5,2810.3,2812.4,2.1,OIL,2.0,16.61,1.01,50.81
73,LAYER12/3-5,2815.1,2818.1,3.0,OIL,2.87,17.18,1.17,52.25
73,LAYER12/3-5,2819.8,2821.0,1.2,OIL,1.2,16.79,4.93,39.89
73,LAYER12/3-5,2821.0,2823.2,2.2,OIL,2.2,15.93,1.86,46.27
73,LAYER12/3-5,2823.6,2828.8,5.2,OIL,5.2,16.14,1.5,47.61
73,LAYER12/3-5,2828.8,2830.0,1.2,OIL,1.2,17.25,0.78,56.49
73,LAYER12/3-5,2831.8,2834.6,2.8,OIL,2.8,18.32,2.11,46.93
74,LAYER12/3-5,2735.3,2736.1,0.8,OIL,0.8,15.77,0.57,56.16
74,LAYER12/3-5,2737.8,2738.8,1.0,OIL,1.0,17.51,1.38,47.97
74,LAYER12/3-5,2739.2,2739.8,0.6,OIL,0.6,17.5,0.68,60.39
74,LAYER12/3-5,2740.1,2740.5,0.4,OIL,0.32,18.17,1.25,48.21
74,LAYER12/3-5,2741.5,2743.0,1.5,OIL,1.5,16.77,0.79,51.68
74,LAYER12/3-5,2743.0,2744.0,1.0,OIL,1.0,17.83,1.28,43.02
74,LAYER12/3-5,2752.7,2753.1,0.4,OIL,0.4,16.48,0.97,47.48
74,LAYER12/3-5,2753.9,2755.1,1.2,OIL,1.2,16.26,0.65,50.97
74,LAYER12/3-5,2756.2,2756.8,0.6,OIL,0.6,16.74,0.92,47.49
75,LAYER12/3-5,2664.2,2667.2,3.0,OIL,1.0,15.6,0.65,59.0
75,LAYER12/3-5,2668.6,2669.8,1.2,OIL,1.2,14.5,0.53,61.1
76,LAYER12/3-5,2687.0,2687.5,0.5,OIL,0.5,17.17,1.31,62.8
76,LAYER12/3-5,2687.7,2690.2,2.5,OIL,2.5,17.13,1.54,59.54
76,LAYER12/3-5,2690.6,2691.4,0.8,OIL,0.8,17.47,1.46,58.13
76,LAYER12/3-5,2691.4,2693.8,2.4,OIL,2.4,16.9,1.36,62.15
76,LAYER12/3-5,2694.6,2695.4,0.8,OIL,0.8,17.65,1.24,62.33
76,LAYER12/3-5,2696.0,2696.8,0.8,OIL,0.8,18.08,1.18,63.48
77,LAYER12/3-5,2711.4,2712.0,0.6,OIL,0.6,14.9,0.77,51.2
77,LAYER12/3-5,2712.6,2713.4,0.8,OIL,0.8,15.57,0.76,65.2
78,LAYER12/3-5,2619.8,2625.6,5.8,OIL,4.6,17.34,2.56,54.76
78,LAYER12/3-5,2626.0,2626.8,0.8,OIL,0.8,16.97,2.3,58.3
78,LAYER12/3-5,2627.2,2628.1,0.9,OIL,0.9,16.93,2.43,54.28
79,LAYER12/3-5,2664.5,2667.6,3.1,OIL,3.1,17.13,1.44,47.2
79,LAYER12/3-5,2669.0,2673.6,4.6,OIL,4.6,18.86,2.79,41.59
79,LAYER12/3-5,2676.4,2680.8,4.4,OIL,4.4,18.13,1.28,48.17
79,LAYER12/3-5,2681.7,2682.6,0.9,OIL,0.9,18.66,2.17,44.33
79,LAYER12/3-5,2683.8,2688.8,5.0,OIL,4.54,17.94,1.44,46.78
79,LAYER12/3-5,2689.4,2690.2,0.8,OIL,0.8,18.41,1.25,47.77
80,LAYER12/3-5,2726.8,2727.8,1.0,OIL,1.0,15.08,0.67,54.34
81,LAYER12/3-5,2723.1,2724.7,1.6,OIL,1.5,16.31,1.46,48.16
81,LAYER12/3-5,2725.5,2727.6,2.1,OIL,2.1,16.71,2.18,44.04
81,LAYER12/3-5,2728.3,2729.6,1.3,OIL,1.3,17.64,1.52,45.44
81,LAYER12/3-5,2730.4,2731.3,0.9,OIL,0.9,16.71,2.59,37.97
81,LAYER12/3-5,2731.7,2732.8,1.1,OIL,1.1,17.46,2.46,41.93
82,LAYER12/3-5,2701.0,2703.4,2.4,WATER,2.4,17.85,1.27,42.68
82,LAYER12/3-5,2703.4,2706.2,2.8,WATER,2.8,17.21,1.68,38.86
82,LAYER12/3-5,2706.2,2708.8,2.6,WATER,2.6,18.89,3.06,36.26
83,LAYER12/3-5,2715.2,2718.5,3.3,OIL,3.3,15.85,2.91,54.9
83,LAYER12/3-5,2718.5,2719.6,1.1,OIL,0.5,14.5,2.08,62.5
84,LAYER12/3-5,2726.8,2727.6,0.8,OIL,0.8,17.1,1.26,64.3
84,LAYER12/3-5,2729.0,2729.6,0.6,OIL,0.6,16.3,1.46,62.2
85,LAYER12/3-5,2755.0,2756.2,1.2,OIL,1.1,16.7,0.41,54.5
