0
"[-7221.58, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Bot'), ('Well', 'Gross'), ('Well', 'NetPay'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Well', 'Top'), ('Layer', 'Well'), ('Layer', 'Bot'), ('Layer', 'Gross'), ('Layer', 'NetPay'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Top'), ('Porosity', 'Bot'), ('Porosity', 'Gross'), ('Porosity', 'NetPay'), ('Porosity', 'Top'), ('Permeability', 'Bot'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Water Saturation Irreducible', 'Porosity'), ('Water Saturation Irreducible', 'Top'), ('Top', 'Bot')]""]"
"[-7240.69, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Top'), ('Well', 'Bot'), ('Well', 'NetPay'), ('Well', 'Porosity'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Well', 'Gross'), ('Layer', 'Well'), ('Layer', 'Bot'), ('Layer', 'Porosity'), ('Layer', 'Gross'), ('Top', 'Bot'), ('Top', 'NetPay'), ('Bot', 'NetPay'), ('Bot', 'Gross'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Porosity'), ('Saturation', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Gross'), ('Porosity', 'Top'), ('Porosity', 'Bot'), ('Porosity', 'NetPay'), ('Porosity', 'Gross'), ('Permeability', 'Top'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'NetPay'), ('Water Saturation Irreducible', 'Porosity'), ('Water Saturation Irreducible', 'Gross'), ('Gross', 'NetPay')]""]"
"[-7222.32, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation]', ""[('Well', 'Top'), ('Well', 'Bot'), ('Well', 'Gross'), ('Well', 'NetPay'), ('Well', 'Porosity'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Layer', 'Well'), ('Layer', 'Bot'), ('Layer', 'NetPay'), ('Layer', 'Porosity'), ('Layer', 'Permeability'), ('Top', 'Bot'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Porosity', 'Top'), ('Porosity', 'Bot'), ('Porosity', 'NetPay'), ('Permeability', 'Top'), ('Permeability', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Top'), ('Saturation', 'Porosity'), ('Saturation', 'Water Saturation Irreducible')]""]"
"[-7102.66, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Top'), ('Well', 'Bot'), ('Well', 'NetPay'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Well', 'Gross'), ('Layer', 'Well'), ('Layer', 'Top'), ('Layer', 'Bot'), ('Layer', 'NetPay'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Layer', 'Gross'), ('Top', 'Bot'), ('Top', 'NetPay'), ('Top', 'Porosity'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Top'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Bot'), ('Porosity', 'Water Saturation Irreducible'), ('Porosity', 'Gross'), ('Permeability', 'Top'), ('Permeability', 'Bot'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Gross'), ('Gross', 'NetPay')]""]"
"[-7167.82, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Bot'), ('Layer', 'Porosity'), ('Layer', 'Permeability'), ('Layer', 'Well'), ('Top', 'Bot'), ('Top', 'Gross'), ('Top', 'NetPay'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Saturation', 'Layer'), ('Saturation', 'Top'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Well'), ('Porosity', 'Bot'), ('Porosity', 'Gross'), ('Porosity', 'NetPay'), ('Permeability', 'Top'), ('Permeability', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Water Saturation Irreducible', 'Porosity'), ('Well', 'Top'), ('Well', 'Bot'), ('Well', 'Gross'), ('Well', 'NetPay'), ('Well', 'Porosity'), ('Well', 'Permeability')]""]"
"[-7017.63, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Top'), ('Well', 'Bot'), ('Well', 'Gross'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Layer', 'Well'), ('Layer', 'Bot'), ('Layer', 'Gross'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'Bot'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Bot', 'Porosity'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Gross'), ('Saturation', 'NetPay'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Gross'), ('Permeability', 'Top'), ('Permeability', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Water Saturation Irreducible', 'Porosity')]""]"
"[-7250.5, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Bot'), ('Well', 'Gross'), ('Well', 'NetPay'), ('Well', 'Porosity'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Well', 'Top'), ('Layer', 'Well'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Gross'), ('Saturation', 'NetPay'), ('Saturation', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Top'), ('Porosity', 'Bot'), ('Porosity', 'Gross'), ('Porosity', 'NetPay'), ('Porosity', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Permeability', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Top', 'Bot'), ('Top', 'Water Saturation Irreducible')]""]"
"[-7203.84, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation]', ""[('Well', 'Top'), ('Well', 'Bot'), ('Well', 'Gross'), ('Well', 'NetPay'), ('Well', 'Porosity'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Layer', 'Well'), ('Layer', 'Bot'), ('Layer', 'Gross'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'Bot'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Porosity', 'Top'), ('Porosity', 'Bot'), ('Porosity', 'Gross'), ('Permeability', 'Top'), ('Permeability', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Gross'), ('Saturation', 'NetPay'), ('Saturation', 'Water Saturation Irreducible')]""]"
"[-7122.53, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Top'), ('Well', 'Gross'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Well', 'NetPay'), ('Layer', 'Well'), ('Layer', 'Top'), ('Layer', 'Bot'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Layer', 'NetPay'), ('Top', 'Bot'), ('Top', 'Porosity'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Gross', 'Porosity'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Top'), ('Saturation', 'Bot'), ('Saturation', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'NetPay'), ('Permeability', 'Top'), ('Permeability', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-7114.44, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Top'), ('Well', 'Bot'), ('Well', 'Gross'), ('Well', 'NetPay'), ('Well', 'Porosity'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Layer', 'Well'), ('Layer', 'Bot'), ('Layer', 'NetPay'), ('Layer', 'Porosity'), ('Top', 'Bot'), ('Top', 'Gross'), ('Top', 'NetPay'), ('Top', 'Porosity'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'NetPay'), ('Permeability', 'Top'), ('Permeability', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'Porosity')]""]"
"[-7224.61, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Top'), ('Well', 'Bot'), ('Well', 'Gross'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Well', 'NetPay'), ('Layer', 'Well'), ('Layer', 'Top'), ('Layer', 'Bot'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Layer', 'NetPay'), ('Top', 'Bot'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Bot'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'NetPay'), ('Porosity', 'Top'), ('Porosity', 'Bot'), ('Porosity', 'Gross'), ('Porosity', 'NetPay'), ('Permeability', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'Porosity'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-7213.23, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Top'), ('Well', 'Bot'), ('Well', 'Gross'), ('Well', 'NetPay'), ('Well', 'Porosity'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Layer', 'Well'), ('Layer', 'Top'), ('Layer', 'Gross'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'Bot'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Top'), ('Saturation', 'NetPay'), ('Saturation', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Porosity', 'Bot'), ('Porosity', 'Gross'), ('Porosity', 'NetPay'), ('Permeability', 'Top'), ('Permeability', 'Bot'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-7220.68, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Bot'), ('Well', 'Gross'), ('Well', 'NetPay'), ('Well', 'Porosity'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Well', 'Top'), ('Layer', 'Well'), ('Layer', 'Bot'), ('Layer', 'Gross'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'NetPay'), ('Saturation', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Bot'), ('Permeability', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Water Saturation Irreducible', 'Porosity'), ('Water Saturation Irreducible', 'Top'), ('Top', 'Bot'), ('Top', 'NetPay'), ('Top', 'Porosity')]""]"
