0
"[-6560.01, '[Tectonic regime, Period, Lithology, Structural setting, Netpay, Porosity, Depth, Gross, Permeability]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Porosity', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6561.94, '[Tectonic regime, Period, Lithology, Structural setting, Porosity, Permeability, Depth, Netpay, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Lithology', 'Gross'), ('Structural setting', 'Period'), ('Porosity', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6531.99, '[Structural setting, Gross, Porosity, Permeability, Depth, Netpay, Period, Tectonic regime, Lithology]', ""[('Structural setting', 'Depth'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Permeability'), ('Tectonic regime', 'Structural setting'), ('Lithology', 'Gross')]""]"
"[-6517.88, '[Tectonic regime, Lithology, Gross, Porosity, Permeability, Depth, Structural setting, Netpay, Period]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Permeability'), ('Structural setting', 'Depth'), ('Structural setting', 'Period')]""]"
"[-6560.01, '[Tectonic regime, Period, Lithology, Structural setting, Permeability, Gross, Netpay, Porosity, Depth]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6560.01, '[Period, Lithology, Structural setting, Gross, Porosity, Permeability, Depth, Tectonic regime, Netpay]', ""[('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Tectonic regime', 'Structural setting')]""]"
"[-6531.99, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Netpay, Porosity, Depth, Permeability]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Gross'), ('Structural setting', 'Period'), ('Structural setting', 'Depth'), ('Gross', 'Netpay'), ('Porosity', 'Permeability')]""]"
"[-6561.94, '[Period, Lithology, Structural setting, Gross, Netpay, Porosity, Depth, Permeability, Tectonic regime]', ""[('Lithology', 'Gross'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Tectonic regime', 'Structural setting')]""]"
"[-6560.01, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Netpay, Porosity, Depth, Permeability]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6560.01, '[Tectonic regime, Period, Lithology, Structural setting, Netpay, Porosity, Permeability, Depth, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Porosity', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6560.01, '[Tectonic regime, Period, Structural setting, Gross, Netpay, Permeability, Depth, Lithology, Porosity]', ""[('Tectonic regime', 'Structural setting'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Lithology', 'Permeability'), ('Porosity', 'Depth')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Netpay, Porosity, Depth, Permeability]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6531.99, '[Tectonic regime, Period, Lithology, Gross, Netpay, Porosity, Depth, Structural setting, Permeability]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Gross'), ('Gross', 'Netpay'), ('Porosity', 'Permeability'), ('Structural setting', 'Period'), ('Structural setting', 'Depth')]""]"
"[-6560.01, '[Tectonic regime, Lithology, Structural setting, Gross, Netpay, Permeability, Depth, Porosity, Period]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6552.94, '[Period, Lithology, Structural setting, Gross, Porosity, Permeability, Depth, Netpay, Tectonic regime]', ""[('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Tectonic regime', 'Structural setting')]""]"
"[-6525.68, '[Tectonic regime, Period, Structural setting, Gross, Netpay, Permeability, Lithology, Depth, Porosity]', ""[('Tectonic regime', 'Structural setting'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Lithology', 'Gross'), ('Porosity', 'Permeability'), ('Porosity', 'Depth')]""]"
"[-6510.29, '[Period, Lithology, Structural setting, Porosity, Permeability, Tectonic regime, Gross, Netpay, Depth]', ""[('Period', 'Porosity'), ('Lithology', 'Permeability'), ('Lithology', 'Gross'), ('Structural setting', 'Depth'), ('Tectonic regime', 'Structural setting'), ('Gross', 'Netpay')]""]"
"[-6517.88, '[Tectonic regime, Period, Lithology, Structural setting, Netpay, Porosity, Permeability, Depth, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Structural setting', 'Depth'), ('Porosity', 'Permeability'), ('Gross', 'Netpay')]""]"
"[-6510.29, '[Period, Structural setting, Gross, Porosity, Permeability, Depth, Netpay, Lithology, Tectonic regime]', ""[('Period', 'Porosity'), ('Structural setting', 'Depth'), ('Gross', 'Netpay'), ('Lithology', 'Gross'), ('Lithology', 'Permeability'), ('Tectonic regime', 'Structural setting')]""]"
"[-6537.99, '[Period, Lithology, Structural setting, Gross, Netpay, Porosity, Permeability, Depth, Tectonic regime]', ""[('Period', 'Gross'), ('Lithology', 'Permeability'), ('Structural setting', 'Gross'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Tectonic regime', 'Structural setting')]""]"
"[-6560.01, '[Tectonic regime, Lithology, Structural setting, Gross, Netpay, Porosity, Permeability, Depth, Period]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6502.05, '[Tectonic regime, Period, Gross, Netpay, Porosity, Permeability, Depth, Structural setting, Lithology]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Porosity'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Lithology', 'Permeability')]""]"
"[-6518.16, '[Tectonic regime, Period, Structural setting, Porosity, Depth, Lithology, Permeability, Gross, Netpay]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Structural setting', 'Depth'), ('Porosity', 'Permeability'), ('Lithology', 'Gross'), ('Gross', 'Netpay')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Structural setting, Netpay, Permeability, Depth, Gross, Porosity]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6560.01, '[Period, Lithology, Gross, Porosity, Permeability, Depth, Tectonic regime, Netpay, Structural setting]', ""[('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Tectonic regime', 'Structural setting'), ('Structural setting', 'Period')]""]"
"[-6518.16, '[Period, Lithology, Structural setting, Gross, Netpay, Depth, Permeability, Tectonic regime, Porosity]', ""[('Period', 'Gross'), ('Lithology', 'Gross'), ('Structural setting', 'Depth'), ('Gross', 'Netpay'), ('Tectonic regime', 'Structural setting'), ('Porosity', 'Permeability')]""]"
"[-6517.88, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Netpay, Depth, Permeability, Porosity]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Structural setting', 'Depth'), ('Gross', 'Netpay'), ('Porosity', 'Permeability')]""]"
"[-6560.01, '[Tectonic regime, Lithology, Structural setting, Gross, Netpay, Porosity, Permeability, Depth, Period]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6561.94, '[Tectonic regime, Lithology, Structural setting, Netpay, Porosity, Permeability, Depth, Period, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Lithology', 'Gross'), ('Structural setting', 'Period'), ('Porosity', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6518.16, '[Tectonic regime, Period, Lithology, Netpay, Porosity, Permeability, Structural setting, Depth, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Gross'), ('Porosity', 'Permeability'), ('Structural setting', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Porosity, Depth, Permeability, Structural setting, Netpay, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Porosity', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6560.01, '[Period, Lithology, Structural setting, Gross, Netpay, Porosity, Depth, Permeability, Tectonic regime]', ""[('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Tectonic regime', 'Structural setting')]""]"
"[-6560.01, '[Lithology, Structural setting, Gross, Porosity, Permeability, Depth, Period, Tectonic regime, Netpay]', ""[('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Tectonic regime', 'Structural setting')]""]"
"[-6537.99, '[Period, Lithology, Structural setting, Porosity, Permeability, Depth, Netpay, Gross, Tectonic regime]', ""[('Period', 'Gross'), ('Lithology', 'Permeability'), ('Structural setting', 'Gross'), ('Porosity', 'Depth'), ('Gross', 'Netpay'), ('Tectonic regime', 'Structural setting')]""]"
"[-6552.94, '[Tectonic regime, Period, Structural setting, Netpay, Permeability, Lithology, Porosity, Depth, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Porosity', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Netpay, Permeability, Porosity, Depth]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6510.29, '[Period, Structural setting, Gross, Netpay, Porosity, Permeability, Tectonic regime, Depth, Lithology]', ""[('Period', 'Porosity'), ('Structural setting', 'Depth'), ('Gross', 'Netpay'), ('Tectonic regime', 'Structural setting'), ('Lithology', 'Gross'), ('Lithology', 'Permeability')]""]"
"[-6561.94, '[Tectonic regime, Period, Lithology, Netpay, Porosity, Permeability, Depth, Gross, Structural setting]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Lithology', 'Gross'), ('Porosity', 'Depth'), ('Gross', 'Netpay'), ('Structural setting', 'Period')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Permeability, Depth, Porosity, Netpay]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Porosity, Permeability, Depth, Netpay]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6511.85, '[Tectonic regime, Period, Lithology, Gross, Porosity, Permeability, Depth, Netpay, Structural setting]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Gross'), ('Gross', 'Netpay'), ('Porosity', 'Permeability'), ('Porosity', 'Depth')]""]"
"[-6548.11, '[Tectonic regime, Period, Lithology, Gross, Netpay, Porosity, Permeability, Depth, Structural setting]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6552.94, '[Period, Lithology, Gross, Porosity, Depth, Permeability, Tectonic regime, Structural setting, Netpay]', ""[('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Tectonic regime', 'Structural setting')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Structural setting, Netpay, Porosity, Permeability, Depth, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Porosity', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6552.94, '[Period, Lithology, Structural setting, Gross, Porosity, Permeability, Depth, Netpay, Tectonic regime]', ""[('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Tectonic regime', 'Structural setting')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Gross, Porosity, Depth, Netpay, Structural setting, Permeability]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Porosity, Permeability, Netpay, Depth]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6519.81, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Netpay, Porosity, Permeability, Depth]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Gross'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Structural setting', 'Depth'), ('Gross', 'Netpay'), ('Porosity', 'Permeability')]""]"
"[-6525.68, '[Lithology, Structural setting, Gross, Netpay, Permeability, Depth, Period, Porosity, Tectonic regime]', ""[('Lithology', 'Gross'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Permeability'), ('Porosity', 'Depth'), ('Tectonic regime', 'Structural setting')]""]"
"[-6525.68, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Porosity, Permeability, Depth, Netpay]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Gross'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Permeability'), ('Porosity', 'Depth')]""]"
"[-6510.81, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Netpay, Porosity, Permeability, Depth]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Structural setting', 'Depth'), ('Gross', 'Netpay'), ('Porosity', 'Permeability')]""]"
"[-6500.74, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Netpay, Permeability, Porosity, Depth]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Gross'), ('Structural setting', 'Gross'), ('Structural setting', 'Depth'), ('Gross', 'Netpay'), ('Porosity', 'Permeability')]""]"
"[-6548.11, '[Tectonic regime, Period, Lithology, Gross, Netpay, Porosity, Permeability, Depth, Structural setting]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6560.01, '[Tectonic regime, Lithology, Structural setting, Gross, Porosity, Permeability, Netpay, Depth, Period]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6560.01, '[Tectonic regime, Lithology, Structural setting, Netpay, Porosity, Depth, Permeability, Gross, Period]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Porosity', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6560.01, '[Tectonic regime, Lithology, Structural setting, Gross, Porosity, Depth, Permeability, Netpay, Period]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6531.99, '[Tectonic regime, Lithology, Structural setting, Gross, Netpay, Porosity, Permeability, Period, Depth]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Gross'), ('Structural setting', 'Period'), ('Structural setting', 'Depth'), ('Gross', 'Netpay'), ('Porosity', 'Permeability')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Porosity, Permeability, Depth, Netpay]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6504.5, '[Tectonic regime, Period, Lithology, Structural setting, Netpay, Porosity, Permeability, Depth, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Porosity', 'Permeability'), ('Porosity', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6510.29, '[Tectonic regime, Period, Lithology, Structural setting, Netpay, Permeability, Depth, Porosity, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Porosity'), ('Lithology', 'Permeability'), ('Lithology', 'Gross'), ('Structural setting', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6561.94, '[Tectonic regime, Period, Lithology, Structural setting, Netpay, Porosity, Permeability, Depth, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Lithology', 'Gross'), ('Structural setting', 'Period'), ('Porosity', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6511.85, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Porosity, Depth, Netpay, Permeability]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Gross'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Porosity', 'Permeability')]""]"
"[-6560.01, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Netpay, Porosity, Depth, Permeability]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6531.99, '[Tectonic regime, Period, Lithology, Structural setting, Porosity, Depth, Gross, Netpay, Permeability]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Gross'), ('Structural setting', 'Period'), ('Structural setting', 'Depth'), ('Porosity', 'Permeability'), ('Gross', 'Netpay')]""]"
"[-6552.94, '[Tectonic regime, Period, Structural setting, Netpay, Porosity, Permeability, Depth, Lithology, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Porosity', 'Depth'), ('Lithology', 'Permeability'), ('Gross', 'Netpay')]""]"
"[-6561.94, '[Tectonic regime, Lithology, Structural setting, Gross, Netpay, Porosity, Permeability, Depth, Period]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Gross'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Structural setting, Depth, Gross, Permeability, Porosity, Netpay]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6531.99, '[Period, Lithology, Gross, Netpay, Permeability, Depth, Structural setting, Porosity, Tectonic regime]', ""[('Lithology', 'Gross'), ('Gross', 'Netpay'), ('Structural setting', 'Period'), ('Structural setting', 'Depth'), ('Porosity', 'Permeability'), ('Tectonic regime', 'Structural setting')]""]"
"[-6561.94, '[Tectonic regime, Period, Lithology, Structural setting, Porosity, Permeability, Depth, Netpay, Gross]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Lithology', 'Gross'), ('Structural setting', 'Period'), ('Porosity', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6561.94, '[Tectonic regime, Period, Structural setting, Gross, Netpay, Porosity, Permeability, Depth, Lithology]', ""[('Tectonic regime', 'Structural setting'), ('Structural setting', 'Period'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Lithology', 'Gross'), ('Lithology', 'Permeability')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Porosity, Depth, Permeability, Netpay]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth')]""]"
"[-6552.94, '[Tectonic regime, Lithology, Structural setting, Gross, Porosity, Permeability, Depth, Period, Netpay]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Period', 'Gross')]""]"
"[-6561.94, '[Period, Lithology, Gross, Netpay, Porosity, Depth, Structural setting, Tectonic regime, Permeability]', ""[('Lithology', 'Gross'), ('Lithology', 'Permeability'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Structural setting', 'Period'), ('Tectonic regime', 'Structural setting')]""]"
"[-6552.94, '[Tectonic regime, Period, Lithology, Structural setting, Netpay, Porosity, Permeability, Gross, Depth]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Gross'), ('Lithology', 'Permeability'), ('Porosity', 'Depth'), ('Gross', 'Netpay')]""]"
"[-6517.88, '[Tectonic regime, Period, Lithology, Structural setting, Gross, Netpay, Porosity, Permeability, Depth]', ""[('Tectonic regime', 'Structural setting'), ('Lithology', 'Permeability'), ('Structural setting', 'Period'), ('Structural setting', 'Depth'), ('Gross', 'Netpay'), ('Porosity', 'Permeability')]""]"
"[-6531.99, '[Tectonic regime, Period, Structural setting, Gross, Netpay, Permeability, Depth, Porosity, Lithology]', ""[('Tectonic regime', 'Structural setting'), ('Structural setting', 'Period'), ('Structural setting', 'Depth'), ('Gross', 'Netpay'), ('Porosity', 'Permeability'), ('Lithology', 'Gross')]""]"
"[-6503.98, '[Tectonic regime, Period, Structural setting, Gross, Netpay, Porosity, Depth, Lithology, Permeability]', ""[('Tectonic regime', 'Structural setting'), ('Period', 'Porosity'), ('Gross', 'Netpay'), ('Porosity', 'Depth'), ('Lithology', 'Gross'), ('Lithology', 'Permeability')]""]"
